Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20090210X91742,Accident,ERA09CA162,2009-02-06,"Crossville, TN",United States,035574N,0008556W,CSV,Crossville Memorial Airport,Non-Fatal,Substantial,Airplane,N555SX,Davis,Sonex,Yes,1.0,Reciprocating,091,Unknown,Flight Test,Unknown,0.0,1.0,0.0,0.0,VMC,Unknown,A total loss of engine power during initial climb due to the failure of the ignition power supply as a result of the improper installation of the electronic control unit.,25-09-2020
20090209X50720,Accident,CEN09CA158,2009-02-07,"Cottonwood Falls, KS",United States,382119N,0963310W,9K0,Chase County Airport,Non-Fatal,Substantial,Airplane,N2333D,CESSNA,170,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,1.0,0.0,1.0,VMC,Unknown,The decision of the pilot to attempt operations outside the forward center of gravity limit.  Contributing to the accident was the pilot's selection of an inadequate runway for the conditions.,25-09-2020
20090210X51828,Incident,CEN09IA161,2009-02-07,"Fairmont, NE",United States,403424N,0097348W,KFMZ,Fairmont State Airfield,Non-Fatal,Minor,Airplane,N55502,PIPER,PA28,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,Both pilots' failure to see and avoid the other aircraft.,25-09-2020
20090210X85716,Accident,ERA09CA159,2009-02-07,"Lake Placid, FL",United States,271444N,0812447W,09FA,Placid Lakes Airport,Non-Fatal,Substantial,Airplane,N1825C,CESSNA,170B,No,1.0,Reciprocating,091,Unknown,Instructional,Unknown,0.0,0.0,0.0,3.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing. Contributing was the flight instructor's delayed remedial action.,25-09-2020
20090210X90526,Accident,ERA09CA160,2009-02-07,"Le Roy, NY",United States,425853N,0775615W,5G0,Le Roy Airport,Non-Fatal,Substantial,Airplane,N3554Q,CESSNA,172M,No,1.0,Reciprocating,091,Unknown,Personal,Rochester Air Center LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's inadequate compensation for a crosswind during an aborted landing. Contributing to the accident was the pilot's decision to land in gusting crosswinds in excess of the manufacturer's recommended crosswind limit.,25-09-2020
20090211X65410,Accident,ANC09LA018,2009-02-07,"Atmautluak, AK",United States,060521N,1621623W,Unknown,Atmautulak,Non-Fatal,Substantial,Airplane,N5246D,CESSNA,172N,No,1.0,Reciprocating,135,NSCH,Unknown,JP Air,0.0,4.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain adequate airspeed while landing in gusty winds, which resulted in an aerodynamic stall; his improper aircraft weight calculations; and his operation of the airplane over the allowable gross weight limit.",25-09-2020
20090217X35840,Accident,CEN09CA166,2009-02-07,"Terrell, TX",United States,324830N,0096214W,1F7,Airpark East Airport,Non-Fatal,Substantial,Airplane,N5303W,PIPER,PA-28,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The commercial pilot's failure to maintain adequate airspeed during the approach which resulted in an aerodynamic stall.  Contributing to the accident was the pilot's lack of recent flight experience.,25-09-2020
20090210X84134,Accident,ERA09MA157,2009-02-08,"Quebradillas, PR",United States,182928N,0675552W,Unknown,Unknown,Fatal,Destroyed,Airplane,N118ME,CESSNA,206H,No,1.0,Reciprocating,091,Unknown,Personal,Jorge Bringuier-Alfaro,6.0,0.0,0.0,0.0,VMC,Unknown,"The pilot exceeded the design limits of the airplane, which resulted in an in-flight break up while maneuvering in adverse weather conditions.",25-09-2020
20090210X85122,Accident,ERA09LA158,2009-02-08,"Lakeville, NY",United States,042480N,0077420W,NY15,Lakeville Airport,Non-Fatal,Substantial,Airplane,N10JR,PIPER,PA-30,No,2.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain aircraft control following a loss of engine power on the left engine for undetermined reasons.,25-09-2020
20090209X44822,Accident,WPR09CA113,2009-02-09,"Bow, WA",United States,483335N,1222621W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N2404Y,CESSNA,172D,No,1.0,Reciprocating,091,Unknown,Personal,CAPTAIN KURT'S TUG & BARGE INC DBA,0.0,1.0,0.0,0.0,VMC,Unknown,A total loss of engine power due to fuel exhaustion as a result of the pilot's inadequate preflight inspection and failure to verify the fuel quantity on board.,25-09-2020
20090212X91607,Accident,ERA09CA165,2009-02-09,"Clemson, SC",United States,344019N,0825313W,CEU,Oconee County Regional Airport,Non-Fatal,Substantial,Airplane,N99PM,HELIO,H-295,No,1.0,Reciprocating,091,Unknown,Personal,Gary Schmitt,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control during landing. Contributing to the accident was the crosswind.,25-09-2020
20090211X91318,Accident,ERA09LA163,2009-02-11,"Pittstown, NJ",United States,403359N,0745843W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N55854,PIPER,PA28,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,1.0,1.0,0.0,VMC,Unknown,A loss of engine power due to the improper tightening of a fuel hose B-nut by maintenance personnel during engine installation.,25-09-2020
20090212X15018,Accident,CEN09FA164,2009-02-12,"Porter, TX",United States,003097N,0951911W,9X1,Williams AIrport,Fatal,Substantial,Airplane,N9648Y,BEECH,95-A55,No,2.0,Reciprocating,091,Unknown,Personal,DBJD LLC,2.0,0.0,0.0,0.0,VMC,Unknown,The pilots failure to maintain control of the airplane during an aborted landing for undetermined reasons.,25-09-2020
20090212X32122,Accident,WPR09CA114,2009-02-12,"Buttonwillow, CA",United States,352357N,1192827W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3626T,SCHWEIZER,G-164B,No,1.0,Reciprocating,137,Unknown,Aerial Application,"Vince Crop Dusters, Inc.",0.0,0.0,0.0,1.0,VMC,Unknown,"A loss of engine power due to the number four cylinder base nuts becoming loose, allowing the cylinder to detach from the engine case. Contributing to the accident was the pilot's impaired visibility due to smoke during the forced landing.",25-09-2020
20090305X62831,Accident,CEN09LA189,2009-02-12,"Hilda, TX",United States,303210N,0009958W,T92,Mason County Airport,Non-Fatal,Substantial,Airplane,N23GX,Remos,G-3/600,No,1.0,Reciprocating,091,Unknown,Instructional,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The flight instructors failure to maintain clearance from obstacles while maneuvering at low altitude.,25-09-2020
20090213X13613,Accident,DCA09MA027,2009-02-13,"Clarence Center, NY",United States,043040N,0078385W,BUF,Buffalo-Niagara International,Fatal,Destroyed,Airplane,N200WQ,BOMBARDIER INC,DHC-8-402,No,2.0,Turbo Prop,121,SCHD,Unknown,COLGAN AIR INC,49.0,0.0,0.0,0.0,VMC,Unknown,"The captains inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew's failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew failure to adhere to sterile cockpit procedures, (3) the captains failure to effectively manage the flight, and (4) Colgan Airs inadequate procedures for airspeed selection and management during approaches in icing conditions.",30-04-2021
20090214X61509,Accident,ANC09LA019,2009-02-14,"Kotzebue, AK",United States,066535N,1623555W,PAQT,Kotzebue,Non-Fatal,Substantial,Airplane,N440RA,CONSTRUCCIONES AERONAUTICAS SA,C-212-CC,No,2.0,Turbo Prop,135,NSCH,Unknown,ARCTIC TRANSPORTATION SERVICES INC,0.0,0.0,0.0,2.0,IMC,Unknown,The flight crew's decision to continue flight into adverse weather. Contributing to the accident was blowing snow which limited their visibility during final approach to land.,25-09-2020
20090215X40921,Accident,WPR09LA115,2009-02-14,"Rialto, CA",United States,034813N,1172426W,KL67,Rialto Municipal Airport,Non-Fatal,Substantial,Airplane,N86242,CESSNA,T337,No,2.0,Reciprocating,091,Unknown,Personal,Donald A. Benart,0.0,1.0,0.0,0.0,VMC,Unknown,A partial loss of engine power to one engine during initial climb for undetermined reasons.,25-09-2020
20090217X22015,Accident,CEN09LA165,2009-02-14,"Steamboat Springs, CO",United States,403059N,1065159W,SBS,Bob Adams Field,Non-Fatal,Substantial,Airplane,N486CD,CIRRUS,SR22,No,1.0,Reciprocating,091,Unknown,Personal,Vector Resources LLC,0.0,1.0,0.0,3.0,VMC,Unknown,"The pilot's failure to apply brakes in a timely manner while landing on a snow-packed, ice-covered runway, and his delay in executing a go-around.",25-09-2020
20090217X73505,Accident,CEN09LA168,2009-02-14,"Tulsa, OK",United States,036223N,0095595W,RVS,Richard L. Jones/Rivererside,Non-Fatal,Substantial,Airplane,N6300Q,CESSNA,152,No,1.0,Reciprocating,091,Unknown,Instructional,"Spartan Aviation Industries, Inc.",0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper flare and recovery from a bounced landing.,25-09-2020
20090216X03720,Accident,ANC09CA020,2009-02-16,"Soldotna, AK",United States,602830N,0151217W,PASX,Soldotna,Non-Fatal,Substantial,Airplane,N418SP,BEECH,65-A90-1,No,2.0,Turbo Prop,091,Unknown,Personal,MISSIONARY AVIATION REPAIR CENTER,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's misidentification of the runway surface during landing. Contributing to the accident were the snow-covered terrain, and low-light conditions.",25-09-2020
20090217X51045,Accident,WPR09FA116,2009-02-16,"Hagerman, ID",United States,424911N,0115617W,Unknown,Unknown,Fatal,Destroyed,Airplane,N8810P,PIPER,PA-24-260,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,"The student pilot's spatial disorientation, which resulted in a loss of aircraft control and subsequent in-flight breakup. Contributing to the accident was the pilot's mental condition which could have contributed to the inappropriate decision to fly the night time cross-country flight.",25-09-2020
20090225X32012,Accident,ERA09CA175,2009-02-16,"Reidsville, GA",United States,032332N,0008296W,TBR,Statesboro-Bulloch County Arpt,Non-Fatal,Substantial,Airplane,N9289H,CESSNA,172,No,1.0,Reciprocating,091,NSCH,Personal,Pegasus Air LLC,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain control of the airplane during an attempted recovery from a stall/spin.,25-09-2020
20090217X51316,Accident,CEN09LA167,2009-02-17,"Grain Valley, MO",United States,039056N,0941248W,3GV,East Kansas City Airport,Non-Fatal,Substantial,Airplane,N7942D,BEECH,H35,No,1.0,Reciprocating,091,Unknown,Personal,Ronald L. Strahm,0.0,0.0,0.0,1.0,VMC,Unknown,The loss of engine power due to fuel starvation (mechanical). Contributing to the accident was the forced landing on unsuitable terrain.,25-09-2020
20090218X62344,Accident,ERA09FA169,2009-02-17,"Deltona, FL",United States,285741N,0081917W,Unknown,Unknown,Fatal,Substantial,Airplane,N493DA,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,091,Unknown,Instructional,Delta Connection Academy,2.0,0.0,0.0,0.0,VMC,Unknown,"The pilot receiving instruction's failure to maintain adequate airspeed while maneuvering, which resulted in an aerodynamic stall and subsequent loss of control. Contributing to the accident was the flight instructor's inadequate supervision and both pilots' failure to deploy the ballistic parachute at a higher altitude.",25-09-2020
20090223X50804,Incident,CEN09IA172,2009-02-17,"Grayslake, IL",United States,421947N,0088445W,Unknown,Unknown,Non-Fatal,Unknown,Airplane,N747KA,CESSNA,150,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The failure of the number 1 cylinder intake valve which resulted in a partial loss of engine power. Contributing to the incident was the failure of the operator to maintain the engine per manufacturer's recommendations.,25-09-2020
20090227X10233,Accident,ERA09CA177,2009-02-17,"Windham, NH",United States,424811N,0711718W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,UNREG,HI-Max,1700R,Yes,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Unknown,"The non-certificated pilot's failure to maintain clearance from houses while flying an unregistered experimental, amateur-built airplane.",25-09-2020
20090219X41151,Accident,WPR09LA117,2009-02-18,"Turlock, CA",United States,372923N,0120429W,O15,Turlock Municipal,Non-Fatal,Substantial,Airplane,N48761,CESSNA,152,No,1.0,Reciprocating,091,Unknown,Instructional,KS Aviation Inc.,0.0,1.0,0.0,1.0,VMC,Unknown,The loss of engine power due to carburetor icing resulting from the pilot's failure to apply carburetor heat. Contributing to the accident was the instructor's inadequate supervision of the flight.,25-09-2020
20090220X43946,Accident,ANC09LA021,2009-02-19,"Nome, AK",United States,643044N,1652642W,OME,Nome,Non-Fatal,Substantial,Airplane,N41185,PIPER,PA-31-350,No,2.0,Reciprocating,135,SCHD,Unknown,Frontier Flying Service,0.0,5.0,1.0,0.0,IMC,Unknown,The pilot's continued flight into adverse weather and his failure to maintain clearance from terrain while on approach in flat light conditions.,25-09-2020
20090220X64906,Accident,DCA09FA028,2009-02-19,"Sierra Vista, AZ",United States,313513N,1102050W,KFHU,Libby Army Airfield,Non-Fatal,Substantial,Airplane,CBP-108,GENERAL ATOMICS,MQ-9,No,1.0,Turbo Prop,PUBU,Unknown,Public Aircraft - Federal,US Customs and Border Protection,0.0,0.0,0.0,2.0,VMC,Unknown,The student pilot's improper flare while landing with a tailwind and the instructor pilot's delayed response.,25-09-2020
20090223X25803,Accident,WPR09CA126,2009-02-19,"Camas, WA",United States,453740N,1222415W,1W1,Grove Field Airport,Non-Fatal,Substantial,Airplane,N94805,Ercoupe,415-E,No,1.0,Reciprocating,091,Unknown,Instructional,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's misjudged landing flare and inadequate recovery from a bounced landing.,25-09-2020
20090220X54638,Accident,WPR09CA120,2009-02-20,"Lincoln, CA",United States,385433N,0121215W,LHM,Lincoln Regional Airport,Non-Fatal,Substantial,Airplane,N8816P,PIPER,PA-24-260,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to extend the landing gear for landing. Contributing to the accident was the pilot's diverted attention due to an open door and the airport's pilot activated runway lights turning off.,25-09-2020
20090220X54937,Accident,WPR09CA121,2009-02-20,"Caldwell, ID",United States,433831N,0116389W,EUL,Caldwell Industrial Airport,Non-Fatal,Substantial,Airplane,N4729D,CESSNA,182,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Unknown,The loss of engine power due to carburetor icing as a result of the pilot's failure to apply carburetor heat before reducing power and his failure to clear the engine during a prolonged glide.,25-09-2020
20090222X33307,Accident,WPR09LA122,2009-02-20,"Big Bear Lake, CA",United States,341430N,0117055W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N6443E,CESSNA,172N,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain clearance from terrain while maneuvering in a ravine.  Contributing to the accident was the pilot's decision to continue flight in an area that exceeded the climb rate capabilities of the airplane.,25-09-2020
20090224X33409,Accident,ANC09LA022,2009-02-20,"Kenai, AK",United States,060340N,0151140W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N5342G,DEHAVILLAND,DHC-2 / U-6A,No,1.0,Reciprocating,091,NSCH,Instructional,Civil Air Patrol - Alaska Wing,0.0,0.0,0.0,3.0,VMC,Unknown,"The flight instructors decision to attempt a touch-and-go landing toward rising terrain and with a tailwind, resulting in an in-flight collision with terrain during takeoff.",25-09-2020
20090302X10740,Accident,CEN09LA183,2009-02-20,"Kelleys Island, OH",United States,413617N,0082417W,89D,Kelleys Island Land Field Airp,Non-Fatal,Substantial,Airplane,N3710D,CESSNA,182,No,1.0,Reciprocating,091,Unknown,Personal,Paul D Hiller,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain aircraft control while landing in gusty winds due to inadequate aileron cable tension.,25-09-2020
20090221X93659,Accident,CEN09LA170,2009-02-21,"La Luz, NM",United States,032577N,0105588W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N8799A,BEECH,B35,No,1.0,Reciprocating,091,NSCH,Instructional,Sale Reported,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of engine power due to fuel starvation as a result of a blockage in the right fuel tank vent.,25-09-2020
20090223X03403,Incident,WPR09IA123,2009-02-21,"Salt Lake City, UT",United States,404718N,1115839W,SLC,Salt Lake City Int. Airport,Non-Fatal,Minor,Airplane,N270YV,EMBRAER,EMB-120ER,No,2.0,Turbo Prop,121,SCHD,Unknown,SKYWEST AIRLINES INC,0.0,0.0,0.0,4.0,VMC,Unknown,The flight crew's failure to maintain clearance from the stationary vehicle while taxiing.,25-09-2020
20090224X14200,Accident,ERA09CA172,2009-02-21,"Westminster, MD",United States,039281N,0007711W,2W2,Clearview Airpark,Non-Fatal,Substantial,Airplane,N139RA,CESSNA,182S,No,1.0,Reciprocating,091,Unknown,Personal,Richard Whitney,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to stop the airplane within the available runway after touchdown.,25-09-2020
20090302X84951,Accident,WPR09CA136,2009-02-21,"Ogden, UT",United States,411144N,0112046W,OGD,Ogden Hinkley Airport,Non-Fatal,Substantial,Airplane,N8637D,PIPER,PA-22-160,No,1.0,Reciprocating,091,Unknown,Personal,Carl William Shepard,0.0,0.0,0.0,1.0,VMC,Unknown,The loss of directional control during the landing roll due to the separation of the tailwheel spring retaining clip for unknown reasons.,25-09-2020
20090222X63601,Accident,CEN09LA171,2009-02-22,"Falcon, CO",United States,385644N,1043411W,00V,Meadow Lake,Non-Fatal,Substantial,Airplane,N9487W,PIPER,PA-28C-235,No,1.0,Reciprocating,091,Unknown,Personal,9487W LLC,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of engine power due to fuel starvation as a result of the pilot's inadequate fuel management.,25-09-2020
20090223X03909,Accident,WPR09LA124,2009-02-22,"Salinas, CA",United States,363928N,1213613W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N2835G,CHAMPION,7ECA,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,2.0,0.0,VMC,Unknown,The pilot's failure to maintain clearance from a wire while intentionally maneuvering at a low altitude.,25-09-2020
20090223X64314,Incident,WPR09IA128,2009-02-22,"Tucson, AZ",United States,032657N,1105627W,TUS,Tucson International Airport,Non-Fatal,Minor,Airplane,N1408F,CESSNA,172H,No,1.0,Reciprocating,091,Unknown,Instructional,Sonoran Wings,0.0,0.0,0.0,2.0,VMC,Unknown,The flight instructors inadequate situational awareness while taxiing that led to an encounter with jet blast.,25-09-2020
20090326X23854,Accident,CEN09CA229,2009-02-22,"Manhattan, KS",United States,039816N,0096409W,KMHK,Manhattan Regional Airport,Non-Fatal,Substantial,Airplane,N733FR,CESSNA,172,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper recovery from a bounced landing.,25-09-2020
20090223X12126,Accident,CEN09LA173,2009-02-23,"Pueblo, CO",United States,381721N,1042947W,PUB,Pueblo Memorial,Non-Fatal,Substantial,Airplane,N171AF,PIPER,PA-31T,No,2.0,Turbo Prop,091,Unknown,Positioning,Aero Oro LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper flare and recovery from a bounced landing.,25-09-2020
20090223X63936,Accident,WPR09CA127,2009-02-23,"Buckeye, AZ",United States,332213N,0112355W,BXK,Buckeye Municipal Airport,Non-Fatal,Substantial,Airplane,N324A,Cub Crafters,PA-18-150,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control.,25-09-2020
20090225X24741,Accident,WPR09CA129,2009-02-24,"Twentynine Palms, CA",United States,341030N,1165030W,61CA,Bauer Airport,Non-Fatal,Substantial,Airplane,N210NS,CESSNA,T210,No,1.0,Reciprocating,091,Unknown,Personal,Brooks L. and Patricia M. Bauer,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's inadequate compensation for the gusting wind conditions.,25-09-2020
20090225X40933,Accident,CEN09CA175,2009-02-24,"Kansas City, MO",United States,039723N,0943533W,MKC,Kansas City - Downtown,Non-Fatal,Substantial,Airplane,N465NW,GATES LEARJET CORP.,35A,No,2.0,Turbo Fan,135,NSCH,Unknown,BANKAIR INC,0.0,0.0,0.0,2.0,VMC,Unknown,The copilot's failure to maintain control of the airplane during the go-around.  Contributing to the accident was the flight crew's delayed decision to perform a go-around.,25-09-2020
20090311X30109,Accident,CEN09CA200,2009-02-24,"Fort Wayne, IN",United States,405843N,0851143W,FWA,Fort Wayne International,Non-Fatal,Substantial,Airplane,N94626,CESSNA,152,No,1.0,Reciprocating,091,Unknown,Instructional,FORT WAYNE FLIGHT ACADEMY INC,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's improper flare and recovery from a bounced landing.,25-09-2020
20090301X04502,Accident,CEN09CA179,2009-02-25,"Denver, CO",United States,039347N,1045034W,KAPA,Centenial Airport,Non-Fatal,Substantial,Airplane,N75WY,AVIAT AIRCRAFT INC,A-1C,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain control during taxi.  A contributing factor was the gusty winds.,25-09-2020
20090302X05757,Accident,CEN09LA182,2009-02-25,"Johnson County Exec Airport, KS",United States,385025N,0944411W,OJC,Johnson County Executive Airpo,Non-Fatal,Substantial,Airplane,N734WD,CESSNA,172N,No,1.0,Reciprocating,091,Unknown,Personal,REGISTRATION PENDING,0.0,0.0,0.0,3.0,VMC,Unknown,"The failure of the private pilot to see and avoid the student pilot's airplane, and the failure of the student pilot to avoid the approaching airplane.  Contributing to the accident was the failure of the student pilot to obtain taxi clearance.",25-09-2020
20090227X05843,Accident,ERA09LA176,2009-02-26,"Ridgeland, SC",United States,322933N,0805932W,3J1,Ridgeland Airport,Fatal,Substantial,Airplane,N4981T,PIPER,PA-28-140,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,1.0,0.0,1.0,0.0,VMC,Unknown,The pilot's failure to maintain control of the airplane during a precautionary landing. Contributing to the accident was a partial loss of engine power for undetermined reasons.,25-09-2020
20090301X10056,Accident,CEN09CA181,2009-02-26,"Broomfield, CO",United States,395431N,0010572W,KBJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N737KR,CESSNA,172N,No,1.0,Reciprocating,091,Unknown,Personal,"Alliance Flight Training, LLC",0.0,0.0,0.0,1.0,VMC,Unknown,The pilot and airplane's inability to compensate for the unforecasted gusting wind conditions.,25-09-2020
20090309X50513,Accident,CEN09LA197,2009-02-26,"Guymon, OK",United States,036414N,1013017W,GUY,Guymon Municipal Airport,Non-Fatal,Substantial,Airplane,N170DN,NELAND RICHARD L,DAYTONA SU,Yes,1.0,Reciprocating,091,Unknown,Personal,Delta Charley Lease LLC,0.0,0.0,0.0,1.0,VMC,Unknown,Failure of the left main landing gear shock/strut during takeoff for undetermined reasons.,25-09-2020
20101118X60010,Accident,ERA11LA067,2009-02-26,"Melbourne, FL",United States,028622N,0803829W,MLB,Melbourne International Airpor,Non-Fatal,Substantial,Airplane,N616FT,PIPER,PA-28-161,No,1.0,Reciprocating,091,Unknown,Instructional,F I T AVIATION LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilot's inadequate crosswind landing technique and the certified flight instructor's delayed remedial action, which resulted in a hard landing.",25-09-2020
20090227X82329,Accident,WPR09CA131,2009-02-27,"Amargosa Valley, NV",United States,362922N,1162517W,70CL,Amargosa Airport,Non-Fatal,Substantial,Airplane,N2518S,CESSNA,TR182,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Unknown,The pilot's failure to maintain adequate airspeed and runway alignment.,25-09-2020
20090306X84920,Incident,DCA09WA036,2009-02-27,",",United States,006200S,0106450E,Unknown,Unknown,Non-Fatal,Unknown,Airplane,PK-YTX,BOEING,737,No,2.0,Unknown,NUSC,SCHD,Unknown,Batavia Air,0.0,0.0,0.0,131.0,Unknown,Unknown,.,03-11-2020
20090318X44950,Accident,ANC09CA024,2009-02-27,"Homer, AK",United States,593844N,1512836W,HOM,Homer,Non-Fatal,Substantial,Airplane,N2332D,CESSNA,170B,No,1.0,Reciprocating,091,Unknown,Personal,QUINN JERRY A,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control  during the landing roll, resulting in a ground loop and substantial damage to the airplane. Factors contributing to the accident were a tailwind, and the pilot's decision to land downwind.",25-09-2020
20090417X21552,Accident,ANC09CA033,2009-02-27,"Fairbanks, AK",United States,065380N,0146576W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3578Z,PIPER,PA-18-150,No,1.0,Reciprocating,091,Unknown,Personal,NANCE GARY L,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's selection of unsuitable terrain for landing, which resulted in the main landing gear collapsing during taxi.",25-09-2020
20090228X94050,Accident,CEN09FA178,2009-02-28,"Albany, LA",United States,303431N,0090363W,KHDC,Hammond Northshore Regional,Fatal,Substantial,Airplane,N91593,CESSNA,182M,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,3.0,0.0,0.0,0.0,VMC,Unknown,The pilot's loss of control of the airplane due to spatial disorientation after an encounter with marginal VMC and/or instrument meteorological conditions. Contributing to the accident was the pilots decision to attempt the flight with the preflight knowledge of deteriorating weather conditions.,25-09-2020
20090301X03655,Accident,WPR09CA132,2009-02-28,"Fallbrook, CA",United States,332125N,0117155W,L18,Fallbrook Community Airport,Non-Fatal,Substantial,Airplane,N4290T,PIPER,PA-28R-200,No,1.0,Reciprocating,091,Unknown,Personal,M.Y. Air Corp,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper use of the brakes and his failure to maintain control of the airplane during landing rollout.,25-09-2020
20090301X04523,Accident,WPR09FA133,2009-02-28,"Rio Linda, CA",United States,384046N,1212647W,L36,Rio Linda Airport,Fatal,Substantial,Airplane,N3463X,MOONEY,M20E,No,1.0,Reciprocating,091,Unknown,Personal,David Michaud,2.0,0.0,0.0,0.0,VMC,Unknown,"A partial loss of engine power for undetermined reasons and the pilot's failure to maintain an adequate airspeed while maneuvering during the initial climb, which resulted in a stall/spin.",25-09-2020
20090303X74824,Accident,DCA09FA033,2009-02-28,"Tallahassee, FL",United States,302347N,0084211W,TLH,Tallahassee Regional Airport,Non-Fatal,Substantial,Airplane,N830AS,BOMBARDIER,CRJ,No,2.0,Unknown,121,SCHD,Unknown,"Atlantic Southeast Airlines, Inc.",0.0,0.0,0.0,2.0,Unknown,Unknown,"An electrical anomaly in the top portion of the JB-1 junction box resulting in ignition of adjacent combustible materials, including insulation blankets, and a flexible oxygen line.",25-09-2020
20090302X13202,Accident,WPR09CA134,2009-03-01,"Palm Springs, CA",United States,033490N,1163040W,PSP,Palm Springs Intl,Non-Fatal,Substantial,Airplane,N118CK,Kreps,Thorp T-18-C,Yes,1.0,Reciprocating,091,Unknown,Personal,George L. Avans,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of directional control due to the fatigue failure of a tubular steel gear leg along a corroded weld line.,25-09-2020
20090304X60041,Accident,CEN09CA187,2009-03-01,"Carlisle, AR",United States,344829N,0914243W,4M3,Carlisle Municipal Airport,Non-Fatal,Substantial,Airplane,N739NP,CESSNA,172N,No,1.0,Reciprocating,091,Unknown,Instructional,CENTRAL FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's improper recovery from a bounced landing.,25-09-2020
