Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20120723X70149,Accident,CEN12LA471,2012-07-21,"Augusta, KS",United States,374018N,0097440W,3AU,Augusta Municipal,Non-Fatal,Substantial,Airplane,N4749A,PIPER,PA-22-150,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Unknown,"The loss of brake effectiveness on landing roll for reasons that could not be determined because a postaccident brake system examination did not reveal any anomalies, which resulted in a runway excursion.",25-09-2020
20120724X95952,Accident,ERA12CA475,2012-07-21,"Cooperstown, NY",United States,423745N,0745328W,K23,Cooperstown-Westville Airport,Non-Fatal,Substantial,Airplane,N7465K,PIPER,PA-20,No,1.0,Reciprocating,091,Unknown,Personal,Vincent Dellechaie,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadequate compensation for crosswind conditions during takeoff, which resulted in a loss of directional control.",25-09-2020
20120726X52709,Accident,ERA12CA481,2012-07-21,"Hammond, NY",United States,044287N,0753921W,NONE,Private,Non-Fatal,Substantial,Airplane,N6778H,CESSNA,172M,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots failure to maintain directional control of the airplane while landing in gusting wind conditions.,25-09-2020
20120726X81042,Accident,CEN12LA483,2012-07-21,"Goodrich, MI",United States,042558N,0833020W,Unknown,None,Non-Fatal,Substantial,Airplane,UNREG,EIPPER,Quicksilver MXL II,Yes,1.0,Unknown,091,Unknown,Personal,Al Rowinski,0.0,1.0,1.0,0.0,VMC,Unknown,"The operation of an unregistered and unairworthy airplane by a non-certificated pilot. Contributing to the accident was the non-certificated pilots improper preflight inspection, which resulted in a total loss of engine power due to water/debris contamination in the fuel.",25-09-2020
20120731X33624,Accident,WPR12CA338,2012-07-21,"Bremerton, WA",United States,472915N,1224532W,PWT,Bremerton National Airport,Non-Fatal,Substantial,Airplane,N216V,Aerotrek,A220,No,1.0,Reciprocating,091,Unknown,Personal,Michael L Hersey,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain airplane control during an attempted go-around in gusting wind conditions.,25-09-2020
20120723X05705,Accident,CEN12LA466,2012-07-22,"Cross Lake, MN",United States,046245N,0009485W,Unknown,Unknown,Fatal,Substantial,Airplane,N602JT,TOMAN JACK JR,SKYSTAR KITFOX 4,Yes,1.0,Reciprocating,091,Unknown,Personal,TOMAN JACK R JR,1.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to maintain adequate airspeed, which resulted in an aerodynamic stall. Contributing to the accident was the pilot's impairment due to marijuana.",25-09-2020
20120723X12517,Accident,WPR12CA319,2012-07-22,"Jackson Hole, WY",United States,433626N,1104416W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N780AX,DORNIER,DO 27 B5,No,1.0,Reciprocating,091,Unknown,Personal,MARTINI LUC J.R.,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's selection of unsuitable terrain for landing, resulting in the collapse of the main landing gear.",25-09-2020
20120723X15155,Accident,WPR12CA320,2012-07-22,"Yelm, WA",United States,465529N,1223310W,06WN,Western Airpark,Non-Fatal,Substantial,Airplane,N8574Y,PIPER,PA-30,No,2.0,Reciprocating,091,Unknown,Personal,CALLON DAVID G,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain an adequate airspeed on approach and his inadequate flare, which resulted in a hard landing.",25-09-2020
20120723X43615,Accident,ERA12LA473,2012-07-22,"Pickens, SC",United States,344836N,0824210W,LQK,Pickens County Airport,Non-Fatal,Substantial,Airplane,N138CK,CIRRUS DESIGN CORP,SR-22,No,1.0,Reciprocating,091,Unknown,Business,CAIR LLC,0.0,0.0,0.0,4.0,VMC,Unknown,"A total loss of engine power due to the failure of the crankshaft, which resulted from the application of insufficient torque on the cylinder through-bolts by maintenance personnel. ",25-09-2020
20120723X55033,Accident,CEN12CA469,2012-07-22,"Broadhead, WI",United States,423518N,0892218W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N899KP,PURTEE KEVIN M,PIETENPOL AIRCAMPER,Yes,1.0,Reciprocating,091,Unknown,Personal,PURTEE KEVIN M,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to adequately remove water-contaminated fuel during the preflight inspection, which resulted in a total loss of engine power during takeoff, and his decision to initiate a turn back to the runway with insufficient airspeed, which resulted in an aerodynamic stall.",25-09-2020
20120723X60348,Accident,CEN12LA470,2012-07-22,"Chicago, IL",United States,413635N,0872428W,Unknown,None,Non-Fatal,Substantial,Airplane,N4970Y,YAMOKOSKI WILLIAM,GLASTAR,Yes,1.0,Reciprocating,091,Unknown,Personal,YAMOKOSKI WILLIAM,0.0,1.0,0.0,0.0,VMC,Unknown,Failure of the automotive engine's reduction gearbox while in cruise flight.,25-09-2020
20120723X84320,Accident,WPR12CA322,2012-07-22,"Stanley, ID",United States,441218N,0114562W,2U7,Stanley Airport,Non-Fatal,Substantial,Airplane,N622MW,CubCrafters,CC 11-160,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots excessive use of the brakes during the landing roll.,25-09-2020
20120725X35156,Accident,CEN12LA477,2012-07-22,"Leander, TX",United States,303558N,0974925W,77T,Kittie Hill Airport,Non-Fatal,Substantial,Airplane,N71743,LUSCOMBE,8A,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Unknown,"The partial loss of engine power due to carburetor ice accumulation, which resulted in the airplanes reduced climb performance and subsequent impact with trees off the end of the runway.",25-09-2020
20120726X50408,Accident,ERA12LA480,2012-07-22,"Mapleton, ME",United States,046435N,0068313W,KPQI,Northern Maine Regional,Non-Fatal,Substantial,Airplane,N5168E,CESSNA,A185F,No,1.0,Reciprocating,091,Unknown,Personal,DRISCOLL PATRICK C,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots improper fuel management, which resulted in fuel starvation and a total loss of engine power, and his use of an improper engine restart procedure.",25-09-2020
20120724X74125,Accident,ERA12LA474,2012-07-23,"Westerly, RI",United States,041173N,0071402W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N7313Z,PIPER,PA-25-235,No,1.0,Reciprocating,091,Unknown,Banner Tow,SIMMONS AVIATION SERVICES,0.0,1.0,0.0,0.0,VMC,Unknown,A total loss of engine power for reasons that could not be determined due to the postaccident salt water-damaged state of the engine.,25-09-2020
20120806X11036,Accident,WPR12FAMS1,2012-07-23,"Tonasket, WA",United States,484329N,1192756W,Unknown,Unknown,Fatal,Substantial,Airplane,N743CA,JEFFKO,GLASAIR,Yes,1.0,Reciprocating,091,Unknown,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,The cause of the accident is undetermined as the airplane has not been located and remains missing.,03-11-2020
20120723X90207,Accident,WPR12TA323,2012-07-24,"Elko, NV",United States,404539N,1154114W,EKO,Elko,Non-Fatal,Substantial,Airplane,N535SA,AERO COMMANDER,500 S,No,2.0,Reciprocating,PUBU,Unknown,Public Aircraft - Federal,US Bureau of Land Management,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of power due to fuel exhaustion. Contributing to the accident were the pilot's failure to comply with required fueling procedures and the pilot's poor decision-making in not monitoring his fuel gauge and turning back when it reached minimum fuel.,25-09-2020
20120724X52958,Accident,CEN12LA473,2012-07-24,"Steamboat Springs, CO",United States,403059N,1065159W,KSBS,Steamboat Springs Airport,Non-Fatal,Substantial,Airplane,N73VX,CESSNA,TR182,No,1.0,Reciprocating,091,Unknown,Personal,"Steamboat Springs Flying Club, LLC",0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to extend the landing gear before landing.,25-09-2020
20120724X55806,Accident,ERA12CA476,2012-07-24,"Hilton Head, SC",United States,321216N,0804130W,HXD,Hilton Head Airport,Non-Fatal,Substantial,Airplane,N212D,MOONEY AIRPLANE CO INC,M20TN,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain directional control while landing in a crosswind.,25-09-2020
20120725X35107,Accident,CEN12LA476,2012-07-25,"Conway, AR",United States,035452N,0922528W,CWS,Dennis F. Cantrell Airport,Non-Fatal,Substantial,Airplane,N930SA,FLIGHT DESIGN GMBH,CTLS,No,1.0,Reciprocating,091,Unknown,Personal,Sparrow Flying Club,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper landing flare, which resulted in a hard landing and overstress failure of the right main landing gear.",25-09-2020
20120726X21557,Accident,ERA12FA484,2012-07-25,"San Juan, PR",United States,182719N,0066617W,TJIG,Fernando Luis Ribas Dominicci,Fatal,Substantial,Airplane,N73115,CESSNA,172M,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,"Maintenance personnels improper lubrication of the right direct aileron control cable and failure to detect the severe corrosion of the cable during a maintenance inspection, which resulted in the in-flight failure of the cable, the pilots subsequent inability to maintain aircraft control, and the airplanes impact with terrain.",25-09-2020
20120726X74043,Accident,CEN12LA481,2012-07-25,"Sugar Grove, IL",United States,414619N,0882832W,ARR,Aurora Municipal Airport,Non-Fatal,Substantial,Airplane,N471BB,RAYTHEON AIRCRAFT COMPANY,B36TC,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The partial loss of engine power for reasons that could not be determined because postaccident testing and examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020
20120726X74734,Accident,CEN12CA482,2012-07-25,"Weatherford, TX",United States,324428N,0974034W,KWEA,Parker County,Non-Fatal,Substantial,Airplane,N4454U,Nelson Miles,Sky Star Kitfox,Yes,1.0,Reciprocating,091,Unknown,Personal,Paul D. Eisheid,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing flare. Contributing to the accident was the pilots delay in aborting the landing.,25-09-2020
20120727X44647,Accident,CEN12CA486,2012-07-25,"Heber Springs, AR",United States,353042N,0092046W,HBZ,Heber Springs Municipal,Non-Fatal,Substantial,Airplane,N9145L,MOONEY,M20M,No,1.0,Reciprocating,091,Unknown,Personal,FULLER IRA B III,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper flare, which led to a bounced landing and a subsequent loss of control.",25-09-2020
20120801X73732,Accident,ERA12CA492,2012-07-25,"Albion, NY",United States,431043N,0781617W,9G6,Pine Hill Airport,Non-Fatal,Substantial,Airplane,N53953,FAIRCHILD,M-62A,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots failure to maintain directional control while taking off in gusting wind conditions.,25-09-2020
20120806X30842,Accident,WPR12CA345,2012-07-25,"Ashland, OR",United States,421125N,1223938W,S03,Ashland Municipal Arpt,Non-Fatal,Substantial,Airplane,N738AJ,CESSNA,172N,No,1.0,Reciprocating,091,Unknown,Instructional,SKINNER LEASING LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper flare, which resulted in a hard landing.",25-09-2020
20120726X04932,Accident,ERA12FA483,2012-07-26,"Plainville, CT",United States,414140N,0725151W,4B8,Robertson Airport,Fatal,Substantial,Airplane,N64182,CESSNA,172P,No,1.0,Reciprocating,091,NSCH,Personal,INTERSTATE AVIATION INC,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain the proper glidepath during final approach in visual meteorological conditions, resulting in collision with a berm.",25-09-2020
20120726X31600,Accident,WPR12FA326,2012-07-26,"Sedona, AZ",United States,345032N,1114748W,SEZ,Sedona Airport,Fatal,Destroyed,Airplane,N880LY,BEECH,B60,No,2.0,Reciprocating,091,Unknown,Personal,Patrick R Porter,3.0,0.0,0.0,0.0,VMC,Unknown,"The airplanes failure to rotate and the pilots failure to reject the takeoff, which resulted in a runway overrun for reasons that could not be undetermined because postaccident examination of the airplane and engines did not reveal any malfunctions or failures that would have precluded normal operation.",25-09-2020
20120726X72700,Accident,ERA12LA482,2012-07-26,"Green Creek, NJ",United States,039354N,0745434W,JY04,Paramount,Non-Fatal,Substantial,Airplane,N4361M,PIPER,PA-12,No,1.0,Reciprocating,091,Unknown,Banner Tow,PARAMOUNT AIR SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate fuel planning, which resulted in a total loss of engine power due to fuel starvation while maneuvering.",25-09-2020
20120727X40845,Accident,ANC12FA079,2012-07-26,"Fairbanks, AK",United States,644838N,1474313W,PAFA,Fairbanks International,Non-Fatal,Substantial,Airplane,N334DH,Beechcraft,F33A,No,1.0,Reciprocating,091,Unknown,Personal,DALE HEMMAN,0.0,2.0,0.0,0.0,VMC,Unknown,The total loss of engine power reason that could not be determined because postaccident examination and test run did not reveal any anomalies that would have precluded normal operation.,25-09-2020
20120727X55426,Accident,ERA12CA485,2012-07-26,"Houlton, ME",United States,046635N,0674948W,HUL,Houlton International Airport,Non-Fatal,Substantial,Airplane,N8076E,BAYLISS MILTON A III,X-AIR,No,1.0,Reciprocating,091,Unknown,Personal,BAYLISS MILTON A III,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control during the landing flare in a gusting crosswind, which resulted in a runway excursion.",25-09-2020
20120731X50418,Incident,CEN12IA498,2012-07-26,"Oshkosh, WI",United States,043594N,0883325W,OSH,Wittman Regional Airport,Non-Fatal,Unknown,Airplane,N60GK,AMERICAN CHAMPION AIRCRAFT,8KCAB,No,1.0,Reciprocating,091,Unknown,Air Race show,Pilot,0.0,0.0,0.0,1.0,VMC,Unknown,"The failure of the pilots seat bottom frame due to the manufacturers improper production, installation, and inspection of that seat bottom, which resulted in a temporary loss of control during an air show performance.",25-09-2020
20120727X13551,Incident,DCA12IA113,2012-07-27,"El Paso, TX",United States,314826N,1062235W,KELP,El Paso International Airport,Non-Fatal,Minor,Airplane,N379SW,BOEING,737-3H4,No,2.0,Turbo Fan,121,SCHD,Unknown,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,76.0,VMC,Unknown,the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.,25-09-2020
20120727X45750,Accident,CEN12FA487,2012-07-27,"Adrian, MI",United States,415210N,0084429W,ADG,Lenawee County Airport,Non-Fatal,Substantial,Airplane,N411JL,"MOONEY AIRPLANE COMPANY, INC.",M20TN,No,1.0,Reciprocating,091,Unknown,Personal,4TH WAVE INC,0.0,0.0,0.0,1.0,VMC,Unknown,"An initial nose-pitch-up event and out-of-trim condition, the reason for which could not be determined because the examinations of the airplane did not reveal any anomalies that would have precluded normal operation. Contributing to the accident was the pilots failure to use the manual trim wheel to reset the pitch trim. 
",25-09-2020
20120727X80121,Accident,CEN12LA488,2012-07-27,"Valentine, NE",United States,425124N,1003256W,KVTN,Miller Field Airport,Fatal,Substantial,Airplane,N122JA,"Joseph C. Andrews, Jr.",Vans,Yes,1.0,Reciprocating,091,Unknown,Personal,"Joseph C. Andrews, Jr.",1.0,1.0,0.0,0.0,VMC,Unknown,"The RV-6 pilot's failure to monitor the location of the RV-4, resulting in the on-ground collision. Contributing to the accident was the RV-6 pilot not ensuring proper separation from the RV-4 and his expectation that the pilot of RV-4 would roll out to the end of the runway.",25-09-2020
20120730X94012,Accident,ERA12LA486,2012-07-27,"Blacksburg, VA",United States,371228N,0802428W,BCB,Montgomery Executive,Non-Fatal,Substantial,Airplane,N6248P,PIPER,PA-24-250,No,1.0,Reciprocating,091,Unknown,Personal,Scott Musser,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilots inadequate preflight planning and improper in-flight fuel management, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020
20120814X94459,Accident,ERA12LA503,2012-07-27,"Homerville, GA",United States,003128N,0082453W,HOE,Homerville Airport,Non-Fatal,Substantial,Airplane,N1572S,BEECH,95-A55,No,2.0,Reciprocating,091,Unknown,Personal,SPREAD YOUR WINGS LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The loss of engine power due to debris within the engine-driven fuel pump.",25-09-2020
20120727X30048,Accident,WPR12LA329,2012-07-28,"Sandy, OR",United States,452245N,1221347W,03S,Sandy River,Non-Fatal,Substantial,Airplane,N582YB,INTERPLANE,SKYBOY EX,No,1.0,Reciprocating,091,Unknown,Personal,Jason Emonds,0.0,0.0,0.0,2.0,VMC,Unknown,A partial loss of engine power during takeoff due to carburetor icing. Contributing to the accident was the lack of a carburetor heat system installed on the airplane.,25-09-2020
20120728X22222,Incident,DCA12IA114,2012-07-28,"Charleston, SC",United States,325355N,0080226W,KCHS,Charelston AFB / International,Non-Fatal,Minor,Airplane,VT-ANJ,BOEING,787,No,,Turbo Fan,091,Unknown,Flight Test,Boeing Commercial Airplanes,0.0,0.0,0.0,5.0,VMC,Unknown,"The separation of the fan mid shaft resulted from environmentally assisted cracking under static load.

Contributing to the incident was the combination of dry film lubricant applied to the fan mid-shaft and graphite grease used during assembly which made the fan mid-shaft susceptible to corrosion from trapped moisture, and the failure of the engine manufacturer to identify this vulnerability during design/development.",14-06-2021
20120728X25207,Accident,WPR12CA330,2012-07-28,"Compton, CA",United States,335323N,1181237W,KCPM,Compton/Woodley Airport,Non-Fatal,Substantial,Airplane,N5486E,ALON,A2,No,1.0,Reciprocating,091,Unknown,Personal,REUSCH THEODORE A,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control during landing.,25-09-2020
20120730X73433,Accident,WPR12FA332,2012-07-28,"Henderson, NV",United States,355822N,0011584W,KHND,Henderson Executive Airport,Non-Fatal,Substantial,Airplane,N146SL,PIAGGIO,P180,No,2.0,Turbo Prop,135,NSCH,Unknown,AVANTAIR INC,0.0,0.0,0.0,4.0,VMC,Unknown,"The failure of maintenance personnel to properly torque the elevator attachment hardware in accordance with the maintenance manual, which led to the detachment of the elevator. Contributing to the accident were maintenance personnel's failure to identify the loose attachment hardware during a scheduled inspection, the flight crew's decision to continue the flight after identifying a flight control problem, and the flight crew's failure to perform an adequate preflight inspection at the intermediate airport. 

 
",25-09-2020
20120731X22547,Accident,WPR12CA337,2012-07-28,"Grand Canyon, AZ",United States,035578N,0112849W,GCN,Grand Canyon National Park,Non-Fatal,Substantial,Airplane,N8100B,CESSNA,172,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Unknown,The pilots improper flare and inadequate recovery from a bounced landing.,25-09-2020
20120731X30154,Accident,CEN12LA494,2012-07-28,"Columbus, IN",United States,391542N,0855346W,BAK,Columbus Municipal Airport,Non-Fatal,Substantial,Airplane,N282DL,LEE OSCAR D III,RV7,Yes,1.0,Reciprocating,091,Unknown,Personal,LEE OSCAR D III,0.0,0.0,0.0,2.0,VMC,Unknown,The failure of the right main landing gear attach bolt for undetermined reasons because the bolt was not received for examination.,25-09-2020
20120801X82257,Accident,ERA12LA489,2012-07-28,"Fayetteville, NC",United States,345917N,0785229W,FAY,Fayettevile Regional,Non-Fatal,Substantial,Airplane,N6672X,BEECH,A36TC,No,1.0,Reciprocating,091,Unknown,Personal,Papa Alfa Co LLC,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots improper fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020
20120816X45623,Accident,CEN12LA549,2012-07-28,"Rose Hill, KS",United States,037340N,0971030W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N8882X,CESSNA,182D,No,1.0,Reciprocating,091,Unknown,Skydiving,"Myrtle Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Unknown,"The inadvertent deployment of a skydiver's parachute, which struck the right horizontal stabilizer.",25-09-2020
20120730X73811,Accident,WPR12CA333,2012-07-29,"Ellensburg, WA",United States,047159N,1203150W,KELN,Ellensburg,Non-Fatal,Substantial,Airplane,N4089A,CESSNA,170A,No,1.0,Reciprocating,091,Unknown,Personal,PENSULA DAN,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots loss of directional control during the landing roll.,25-09-2020
20120731X35733,Accident,CEN12LA495,2012-07-29,"Lakeview, AR",United States,362210N,0923149W,3M0,Gastons Airport,Non-Fatal,Substantial,Airplane,N462CP,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,Unknown,Personal,RTJ AIRCRAFT INC,0.0,0.0,0.0,3.0,VMC,Unknown,The pilots loss of control during the takeoff roll for reasons that could not be determined because postaccident examination of the airplane did not reveal any anomalies that would have precluded normal operation.,25-09-2020
20120731X40012,Accident,CEN12CA496,2012-07-29,"Los Lunas, NM",United States,344535N,1064443W,E98,Mid Valley Airpart,Non-Fatal,Substantial,Airplane,N904DB,BLACK DONALD,COZY III,Yes,1.0,Reciprocating,091,Unknown,Personal,ON FILE,0.0,0.0,0.0,1.0,VMC,Unknown,"A loose oil line, which allowed oil to leak onto the hot engine turbocharger and resulted in a fire.",25-09-2020
20120802X21945,Accident,CEN12CA503,2012-07-29,"Keokuk, IA",United States,402735N,0912543W,KEOK,Keokuk Municipal Airport,Non-Fatal,Substantial,Airplane,N6834K,PIPER,PA-16,No,1.0,Reciprocating,091,Unknown,Personal,WILLIS CLIFTON L,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots loss of directional control during the landing roll in a variable crosswind, which resulted in a runway excursion.",25-09-2020
20120802X70303,Accident,CEN12LA512,2012-07-29,"Bragg City, MO",United States,036161N,0895436W,Unknown,None,Non-Fatal,Substantial,Airplane,N8121Y,PIPER,PA-30,No,2.0,Reciprocating,091,Unknown,Personal,CLARK DAVID R,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to properly tighten the b-nut from the engine-driven fuel pump to the fuel-metering unit during maintenance, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020
20120808X90723,Incident,ANC12IA085,2012-07-29,"Homer, AK",United States,593844N,1512836W,PAHO,Homer Airport,Non-Fatal,Minor,Airplane,N5026B,BELLANCA,8KCAB,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The failure of the left main landing gear leg due to fatigue. Contributing to the incident was maintenance personnel's failure to completely remove all corrosion before repainting the gear leg.,25-09-2020
20120730X04456,Accident,WPR12CA336,2012-07-30,"Yellow Pine, ID",United States,445442N,0115295W,3U2,Johnson Creek,Non-Fatal,Substantial,Airplane,N5818W,PIPER,PA28-150,No,1.0,Reciprocating,091,Unknown,Personal,Bradley R Allen,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to attain and maintain an appropriate glide path, failure to perform a go-around, and failure to maintain directional control during the landing roll.",25-09-2020
20120730X74422,Accident,CEN12LA493,2012-07-30,"Montrose, CO",United States,383035N,1075339W,KMTJ,Montrose Regional Airport,Non-Fatal,Substantial,Airplane,N3198S,CESSNA,182G,No,1.0,Reciprocating,091,Unknown,Personal,Michael R. Aimerito,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper landing flare and inadequate recovery from a bounced landing.,25-09-2020
20120731X42504,Accident,CEN12LA497,2012-07-30,"Big Springs, NE",United States,041335N,0102411W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N6676Q,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Reciprocating,137,Unknown,Aerial Application,McClung Aerial Spraying,0.0,0.0,0.0,1.0,VMC,Unknown,The total loss of engine power as a result of the pilot inadvertently shutting the engine off. Contributing to the accident was the modification to the engine control layout.,25-09-2020
20120801X83621,Accident,CEN12CA499,2012-07-30,"Hutchinson, KS",United States,038355N,0975138W,PVT,Skyview Airport,Non-Fatal,Substantial,Airplane,N460CT,FLIGHT DESIGN GMBH,CTSW,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots loss of directional control during the landing roll.,25-09-2020
20120731X92703,Accident,ANC12LA080,2012-07-31,"Gakona, AK",United States,624316N,0143567W,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N7150E,CESSNA,182B,No,1.0,Reciprocating,091,Unknown,Personal,Unknown,0.0,1.0,1.0,0.0,VMC,Unknown,"The pilot's improper fuel planning, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020
20120802X03552,Incident,CEN12IA502,2012-07-31,"Denver, CO",United States,395142N,1044023W,DEN,Denver International Airport,Non-Fatal,Minor,Airplane,N37420,BOEING,737-924ER,No,2.0,Turbo Fan,121,SCHD,Unknown,UNITED AIR LINES INC,0.0,0.0,0.0,157.0,VMC,Unknown,"An in-flight collision with a bird during descent to land, which resulted in damage to the left pitot tube and loss of airspeed information to the left and right primary flight displays (PFD). The reason for the total loss of indications on the left PFD could not be determined based on available evidence.",25-09-2020
20120802X43337,Accident,CEN12LA507,2012-07-31,"Cottage Grove, WI",United States,043617N,0891110W,87Y,Blackhawk Airfield,Non-Fatal,Substantial,Airplane,N45080,CESSNA,150M,No,1.0,Reciprocating,091,Unknown,Personal,James L Sainsbury,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's decision to land on a runway with significant overgrown vegetation along the edges and his landing, which was left of the centerline.",25-09-2020
20120802X61111,Accident,CEN12CA509,2012-07-31,"Three Lakes, WI",United States,454732N,0089720W,40D,Three Lakes Municipal Airport,Non-Fatal,Substantial,Airplane,N1DV,CESSNA,182Q,No,1.0,Reciprocating,091,Unknown,Personal,VECCHIE DONALD J,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's excessive touchdown speed, which resulted in a bounced landing. Contributing to the accident was the pilot's lack of recent experience in flying light airplanes.",25-09-2020
20120904X41928,Accident,CEN12CA597,2012-07-31,"Castlerock, MN",United States,443244N,0093812W,000,Private Landing Strip,Non-Fatal,Destroyed,Airplane,N396BK,BORDELON BRUCE,KITFOX IV,Yes,1.0,Reciprocating,091,Unknown,Personal,SVIEN BENNY H,0.0,0.0,0.0,1.0,VMC,Unknown,Propeller system failure during a go-around maneuver resulting in a forced landing. Contributing to the severity of damage to the airplane was the postimpact fire.,25-09-2020
20120801X05841,Accident,ERA12CA490,2012-08-01,"Winter Haven, FL",United States,028328N,0081457W,GIF,Winter Haven's Gilbert Airport,Non-Fatal,Substantial,Airplane,N1060E,AERONCA,7AC,No,1.0,Reciprocating,091,Unknown,Instructional,George Simek,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilots failure to maintain directional control during the landing roll.,25-09-2020
20120801X51155,Accident,ERA12FA491,2012-08-01,"St. Petersburg, FL",United States,274531N,0823726W,KSPG,Albert Whitted Airport,Fatal,Substantial,Airplane,N2761K,SILVAIRE,LUSCOMBE 8A,No,1.0,Reciprocating,091,Unknown,Instructional,Unknown,1.0,0.0,1.0,0.0,VMC,Unknown,"The flight instructors and the pilots failure to maintain airspeed after a partial loss of engine power after takeoff for reasons that could not be determined during postaccident examination, which resulted in an aerodynamic stall and loss of airplane control. Contributing to the accident were the pilots decisions to operate the airplane above its maximum allowable gross weight and to perform an intersection takeoff.",25-09-2020
20120802X03951,Accident,ERA12LA494,2012-08-01,"Titusville, FL",United States,283053N,0804757W,TIX,Space Coast Regional,Non-Fatal,Substantial,Airplane,N740FT,PIPER,PA-44-180,No,2.0,Reciprocating,091,Unknown,Instructional,Space Coast Aviation,0.0,0.0,0.0,3.0,VMC,Unknown,"Inadequate maintenance servicing and inspection of the nose landing gear, which resulted in the failure of the nose landing gear to lock and its subsequent collapse during landing.",25-09-2020
